city,state,county,street1,street2,zipcode,latitude,longitude,province,footnotes,isvalidated,dpvfootnotes,dpvmatchcode,lasclinkcode,lasclinkindicator,latlongprecision,suitelinkmatch
ARVADA,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,15050 WEST 64TH AVENUE,,80007,39.81172,-105.1686,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
LAKEWOOD,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,98 WADSWORTH BLVD,UNIT 112,80226,39.71699,-105.08003,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
LAKEWOOD,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,98 WADSWORTH BLVD,UNIT 112,80226,39.71699,-105.08003,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
LITTLETON,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,8601 W. CROSS DR.,,80123,39.61499,-105.09245,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip9,FALSE
STAPLETON,"{""code"": ""CO"", ""name"": ""Colorado""}",Denver,3555 N CENTRAL PARK BLVD,,80238,39.75522,-104.88957,,"L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | V - The city and state in the submitted address could not be verified as corresponding to the given 5-digit ZIP Code. This comment does not necessarily denote an error; however, SmartyStreets recommends that the customer check the accuracy of the city and state in the submitted address | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip6,FALSE
THORNTON,"{""code"": ""CO"", ""name"": ""Colorado""}",Adams,1131 E. 120TH AVE.,,80233,39.91452,-104.97314,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,13150 CENTRAL AVE. SE,,87123,35.06848,-106.501,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,10701 CORRALES RD. NW,,87114,35.20722,-106.64305,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,N  No match; a new address could not be furnished; the input record could not be matched to a record in the master file | ,Zip9,FALSE
SALT LAKE CITY,"{""code"": ""UT"", ""name"": ""Utah""}",Salt Lake,216 S 700 E,,84102,40.76464,-111.87153,,,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ENGLEWOOD,"{""code"": ""CO"", ""name"": ""Colorado""}",Arapahoe,5001 S. BROADWAY,,80113,39.62415,-104.98807,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
HOLLADAY,"{""code"": ""UT"", ""name"": ""Utah""}",Salt Lake,1785 E MURRAY HOLLADAY RD,,84117,40.66723,-111.84091,,,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
LONGMONT,"{""code"": ""CO"", ""name"": ""Colorado""}",Boulder,1101 S. HOVER,,80501,40.15163,-105.1335,,"L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
SALT LAKE CITY,"{""code"": ""UT"", ""name"": ""Utah""}",Salt Lake,216 S 700 E,,84102,40.76464,-111.87153,,,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,5600 COORS BLVD,,87120,35.13603,-106.69921,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip7,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",El Paso,5617 BARNES ROAD,,80917,38.89385,-104.7234,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
LAKEWOOD,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,98 WADSWORTH BLVD,UNIT 112,80226,39.71699,-105.08003,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",El Paso,5617 BARNES ROAD,,80917,38.89385,-104.7234,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
BOULDER,"{""code"": ""CO"", ""name"": ""Colorado""}",Boulder,2950 BASELINE RD,,80303,39.99815,-105.25375,,,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
LOVELAND,"{""code"": ""CO"", ""name"": ""Colorado""}",,1440 EAST LINCOLN AVE,,80538,0,0,,,FALSE,,,,,,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",El Paso,5617 BARNES ROAD,,80917,38.89385,-104.7234,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
LAKEWOOD,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,98 WADSWORTH BLVD,UNIT 112,80226,39.71699,-105.08003,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,5600 COORS BLVD,,87120,35.13603,-106.69921,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip7,FALSE
ARVADA,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,7725 WADSWORTH BLVD.,,80003,39.83637,-105.08315,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ARVADA,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,15050 WEST 64TH AVENUE,,80007,39.81172,-105.1686,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
